type_display_name,type_name,value_str,last_modified_on,ingestion_time,type_id,last_modified_by,asset_id,created_by,created_on,data_type,id,value
"The display name of the type that will be used in UIs, e.g., marketplace, in title case.","A label that defines the generalised category of an attribute, based on shared characteristics or function.","The string representation of the value, for display purpose.",The timestamp (in UTC time standard) when the attribute was modified the last time in the metadata source.,The timestamp (in UTC time standard) when the attribute was ingested into DKG.,"The globally unique id of the attribute type, generated by DKG using uuidv5.","The identifier of the user in the metadata source who modified the attribute the last time. If missing, the value of last_modified_by of the asset is used.",The globally unique id of the asset which the attribute belongs to.,"The identifier of the user in the metadata source who created the attribute. If missing, the value of created_by of the asset is used.",The timestamp (in UTC time standard) when the attribute was created in the metadata source.,"The type of the attribute value, e.g., string, numeric, boolean, etc.",The globally unique id of the attribute generated by DKG using uuidv5.,The value of the attribute
