last_modified_on,created_on,name,id,last_modified_by,display_name,created_by
The timestamp (in UTC time standard) when the metadata source was modified the last time in DKG.,The timestamp (in UTC time standard) when the metadata source was created in DKG.,The name of the source system where the asset was created.,The globally unique id of the metadata source generated by DKG using uuidv5.,The identifier of the user in DKG who modified the metadata source the last time.,"The display name that will be used in UIs, e.g., marketplace, in title case.",The identifier of the user in DKG who created the metadata source.
