type_name,last_modified_on,created_on,type_id,name,id,last_modified_by,display_name,created_by
"A label that defines the generalised category of an asset area, based on shared characteristics or function.",The timestamp (in UTC time standard) when the asset area was modified the last time in DKG.,The timestamp (in UTC time standard) when the asset area was created in DKG.,"The globally unique id of the asset area type, generated by DKG using uuidv5.","A descriptive identifier for a group of assets, typically indicating what they are about or governing entity.",The globally unique id of the asset area generated by DKG using uuidv5.,The identifier of the user in DKG who modified the asset area the last time.,"The display name that will be used in UIs, e.g., marketplace, in title case.",The identifier of the user in DKG who created the asset area.
