type_name,asset_area_id,last_modified_on,status_code,ingestion_time,type_id,metadata_source_name,last_modified_by,display_name,created_by,asset_source_id,status_display_name,created_on,asset_source_url,name,asset_area_name,id,metadata_source_id
"A label that defines the generalised category of an asset, based on shared characteristics or function.",The unique id of the asset area generated by DKG.,The timestamp (in UTC time standard) when the asset was modified the last time in the metadata source.,The numeric number of the status of the asset in dkg for sorting.,The timestamp (in UTC time standard) when the asset was ingested into DKG.,"The globally unique id of the asset type, generated by DKG using uuidv5.",The source system where the asset was created.,"The unique id of the user in the metadata source who modified the asset the last time. If missing, metadata source name is used.","The display name that will be used in UIs, e.g., marketplace, in title case.","The unique id of the user in the metadata source who created the asset. If missing, metadata source name is used.",The unique id of the asset in the metadata source.,The display name of the status of the asset in the metadata source.,The timestamp (in UTC time standard) when the asset was created in the metadata source.,The unique address of the asset to the metadata source.,The default name of the asset used in metadata source.,"A descriptive identifier for a group of assets, typically indicating what they are about or governing entity.",The globally unique id of the asset generated by DKG using uuidv5.,The unique id of the metadata source generated by DKG.
