type_display_name,type_name,last_modified_on,created_on,ingestion_time,type_id,id,last_modified_by,created_by
"The display name of the type that will be used in UIs, e.g., marketplace, in title case.","A label that defines the generalised category of a relationship, based on shared characteristics or function.",The timestamp (in UTC time standard) when the relation was modified the last time in the source.,The timestamp (in UTC time standard) when the relation was created in the source.,The timestamp (in UTC time standard) when the relation was ingested into DKG.,"The globally unique id of the relation type, generated by DKG using uuidv5.",The globally unique id of the relation generated by DKG using uuidv5.,"The identifier of the user in the source who modified the relation the last time. If missing, the value of last_modified_by of the asset (subject or object) is used.","The identifier of the user in the source who created the relation. If missing, the value of created_by of the asset (subject or object) is used."
